FID,OID_,Name,FolderPath,Longitude,Latitude,Region,Country,Geomorphic,Proxies,Year,Cite,Authors,Paper_Othe,OBJECTID
261,0,Shennan 2014,LatMed32.kmz/Lugares temporales/Bearing sea region,-152.524455749999987,57.645416269700000,Bearing Sea (BS),Alaska (US),Marshes,"Stratigraphy, Diatoms",2014.000000000000000,"(Shennan et al., 2014)","Shennan, I., Barlow, N., Carver, G., Davies, F., Garrett, E., Hocking, E.",Great tsunamigenic earthquakes during the past 1000 yr on the Alaska megathrust,139
262,0,Shennan 2018-1,LatMed32.kmz/Lugares temporales/Bearing sea region,-152.568788852000012,58.581515472200003,Bearing Sea (BS),Alaska (US),Marshes,"Stratigraphy, Diatoms, Geochemistry",2018.000000000000000,"(Shennan et al., 2018)","Shennan, I., Brader, M.D., Barlow, N.L.M., Davies, F.P., Longley, C., Tunstall, N.","Late Holocene paleoseismology of Shuyak Island, Alaska",140
263,0,Shennan 2018-2,LatMed32.kmz/Lugares temporales/Bearing sea region,-152.558807567999992,58.573013991099998,Bearing Sea (BS),Alaska (US),Marshes,"Stratigraphy, Diatoms, Geochemistry",2018.000000000000000,"(Shennan et al., 2018)","Shennan, I., Brader, M.D., Barlow, N.L.M., Davies, F.P., Longley, C., Tunstall, N.","Late Holocene paleoseismology of Shuyak Island, Alaska",141
264,0,Shennan 2018-3,LatMed32.kmz/Lugares temporales/Bearing sea region,-152.553852608999989,58.567215679699999,Bearing Sea (BS),Alaska (US),Marshes,"Stratigraphy, Diatoms, Geochemistry",2018.000000000000000,"(Shennan et al., 2018)","Shennan, I., Brader, M.D., Barlow, N.L.M., Davies, F.P., Longley, C., Tunstall, N.","Late Holocene paleoseismology of Shuyak Island, Alaska",142
265,0,Shennan 2018-4,LatMed32.kmz/Lugares temporales/Bearing sea region,-152.566973746000002,58.555668255100002,Bearing Sea (BS),Alaska (US),Marshes,"Stratigraphy, Diatoms, Geochemistry",2018.000000000000000,"(Shennan et al., 2018)","Shennan, I., Brader, M.D., Barlow, N.L.M., Davies, F.P., Longley, C., Tunstall, N.","Late Holocene paleoseismology of Shuyak Island, Alaska",143
266,0,Shennan 2009-1,LatMed32.kmz/Lugares temporales/Bearing sea region,-143.959753212000010,60.013717672799999,Bearing Sea (BS),Alaska (US),Marshes,"Stratigraphy, Diatoms",2009.000000000000000,"(Shennan, 2009)","Shennan, I","Late Quaternary sea-level changes and palaeoseismology of the Bering Glacier region, Alaska.",144
267,0,Shennan 2009-2,LatMed32.kmz/Lugares temporales/Bearing sea region,-143.625056077000011,60.041068113900003,Bearing Sea (BS),Alaska (US),Estuary,"Stratigraphy, Diatoms",2009.000000000000000,"(Shennan, 2009)","Shennan, I","Late Quaternary sea-level changes and palaeoseismology of the Bering Glacier region, Alaska.",145
268,0,Shennan 2009-3,LatMed32.kmz/Lugares temporales/Bearing sea region,-142.941650834999990,60.135857324000000,Bearing Sea (BS),Alaska (US),Beach ridges (Swale),"Stratigraphy, Diatoms",2009.000000000000000,"(Shennan, 2009)","Shennan, I","Late Quaternary sea-level changes and palaeoseismology of the Bering Glacier region, Alaska.",146
269,0,Shennan 2009-4,LatMed32.kmz/Lugares temporales/Bearing sea region,-142.711915476999991,60.122362752900003,Bearing Sea (BS),Alaska (US),Beach ridges (Swale),"Stratigraphy, Diatoms",2009.000000000000000,"(Shennan, 2009)","Shennan, I","Late Quaternary sea-level changes and palaeoseismology of the Bering Glacier region, Alaska.",147
270,0,Shennan 2009b-1,LatMed32.kmz/Lugares temporales/Bearing sea region,-145.429804055000005,60.419330964200000,Bearing Sea (BS),Alaska (US),Estuary,"Stratigraphy, Diatoms",2009.000000000000000,"(Shennan et al., 2009)","Shennan, I., Bruhn, R., Plafker, G.",Multi-segment earthquakes and tsunami potential of the Aleutian megathrust,148
271,0,Shennan 2009b-2,LatMed32.kmz/Lugares temporales/Bearing sea region,-144.359533720999991,60.180808851800002,Bearing Sea (BS),Alaska (US),Marshes,"Stratigraphy, Diatoms",2009.000000000000000,"(Shennan et al., 2009)","Shennan, I., Bruhn, R., Plafker, G.",Multi-segment earthquakes and tsunami potential of the Aleutian megathrust,149
272,0,Shennan 2016-1,LatMed32.kmz/Lugares temporales/Bearing sea region,-149.356035996999992,60.927345178899998,Bearing Sea (BS),Alaska (US),Tidal Flats,"Stratigraphy, Diatoms",2016.000000000000000,"(Shennan et al., 2016)","Shennan, I., Garrett, E., Barlow, N",Detection limits of tidal-wetland sequences to identify variable rupture modes of megathrust earthquakes.,150
273,0,Shennan 2016-2,LatMed32.kmz/Lugares temporales/Bearing sea region,-149.637663795999998,60.921599413999999,Bearing Sea (BS),Alaska (US),Tidal Flats,"Stratigraphy, Diatoms",2016.000000000000000,"(Shennan et al., 2016)","Shennan, I., Garrett, E., Barlow, N",Detection limits of tidal-wetland sequences to identify variable rupture modes of megathrust earthquakes.,151
274,0,Shennan 2016-3,LatMed32.kmz/Lugares temporales/Bearing sea region,-151.294824132000002,60.366020343999999,Bearing Sea (BS),Alaska (US),Marshes,"Stratigraphy, Diatoms",2016.000000000000000,"(Shennan et al., 2016)","Shennan, I., Garrett, E., Barlow, N",Detection limits of tidal-wetland sequences to identify variable rupture modes of megathrust earthquakes.,152
275,0,Shennan 2016-4,LatMed32.kmz/Lugares temporales/Bearing sea region,-151.525360068999987,59.638728623699997,Bearing Sea (BS),Alaska (US),Back barrier,"Stratigraphy, Diatoms",2016.000000000000000,"(Shennan et al., 2016)","Shennan, I., Garrett, E., Barlow, N",Detection limits of tidal-wetland sequences to identify variable rupture modes of megathrust earthquakes.,153
276,0,Shennan 2016-5,LatMed32.kmz/Lugares temporales/Bearing sea region,-152.461476651999988,57.590981803699997,Bearing Sea (BS),Alaska (US),Back barrier,"Stratigraphy, Diatoms",2016.000000000000000,"(Shennan et al., 2016)","Shennan, I., Garrett, E., Barlow, N",Detection limits of tidal-wetland sequences to identify variable rupture modes of megathrust earthquakes.,154
277,0,Shennan 2016-6,LatMed32.kmz/Lugares temporales/Bearing sea region,-152.618183541999997,57.838815968600002,Bearing Sea (BS),Alaska (US),Marshes,"Stratigraphy, Diatoms",2016.000000000000000,"(Shennan et al., 2016)","Shennan, I., Garrett, E., Barlow, N",Detection limits of tidal-wetland sequences to identify variable rupture modes of megathrust earthquakes.,155
278,0,Benson 1997-1,LatMed32.kmz/Lugares temporales/US and Canada,-127.848241487999999,50.505840235900003,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, Grain size, Foraminifera, Diatoms",1997.000000000000000,"(Benson et al., 1997)","Benson, B., Grimm, K., Clague, J.J.","Tsunami deposits beneath tidal marshes on Vancouver Island, British Columbia.",156
279,0,Benson 1997-2,LatMed32.kmz/Lugares temporales/US and Canada,-127.435786387999997,50.337883415400000,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, Grain size, Foraminifera, Diatoms",1997.000000000000000,"(Benson et al., 1997)","Benson, B., Grimm, K., Clague, J.J.","Tsunami deposits beneath tidal marshes on Vancouver Island, British Columbia.",157
280,0,Benson 1997-3,LatMed32.kmz/Lugares temporales/US and Canada,-127.125240923999996,49.996676374600000,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, Grain size, Foraminifera, Diatoms",1997.000000000000000,"(Benson et al., 1997)","Benson, B., Grimm, K., Clague, J.J.","Tsunami deposits beneath tidal marshes on Vancouver Island, British Columbia.",158
281,0,Clague 1994,LatMed32.kmz/Lugares temporales/US and Canada,-124.815045166000004,49.245767113900001,Northeast Pacific (NEP),Canada,Tidal flat,"Stratigraphy, Grain size",1994.000000000000000,"(Clague et al., 1994)","Clague, J.J., Bobrowsky, P.T., Hamilton, T.S"," sand sheet deposited by the 1964 Alaska Tsunami at Port Alberni, British Columbia",159
282,0,Clague 1999,LatMed32.kmz/Lugares temporales/US and Canada,-127.058083300000007,49.840498161100001,Northeast Pacific (NEP),Canada,"Coastal lake, Marshes","Stratigraphy, Diatoms, Foraminifera, Plant macrofossils",1999.000000000000000,"(Clague et al., 1999)","Clague, J.J., Hutchinson, I., Mathewes, R.W., Patterson, R.T.","Evidence for late holocene tsunamis at Catala Lake, British Columbia",160
283,0,Clague and Bobrowski 1994,LatMed32.kmz/Lugares temporales/US and Canada,-125.880576109000003,49.119136952600002,Northeast Pacific (NEP),Canada,Tidal flat,"Stratigraphy, Grain size, Foraminifera, Carbon content",1994.000000000000000,"(Clague- and Bobrowsky, 1994)","Clague-, J.J., Bobrowsky, P.T.","Evidence for a large earthquake and tsunami 100-400 years ago on Western Vancouver Island, British Columbia",161
284,0,Hughes 2003,LatMed32.kmz/Lugares temporales/US and Canada,-125.827385720999999,49.101822623600000,Northeast Pacific (NEP),Canada,Tidal flat,"Stratigraphy, Pollen",2003.000000000000000,"(Hughes and Mathewes, 2003)","Hughes, J.F., Mathewes, R.W","A modern analogue for plant colonization of palaeotsunami sands in Cascadia, British Columbia, Canada",162
285,0,Hutchinson 1997,LatMed32.kmz/Lugares temporales/US and Canada,-126.337081413999996,49.394069232200003,Northeast Pacific (NEP),Canada,Coastal lake,"Stratigraphy, Diatoms",1997.000000000000000,"(Hutchinson et al., 1997)","Hutchinson, I., Clague, J.J., Mathewes, R.W., Hutchinsont, I., Clague-, J.J., Mathewes, R.W.","Reconstructing the Tsunami Record on an Emerging Coast: a Case Study of Kanim Lake, Vancouver Island, British Columbia, Canada",163
286,0,Hutchinson 2000,LatMed32.kmz/Lugares temporales/US and Canada,-126.503741017999999,49.762149780199998,Northeast Pacific (NEP),Canada,Coastal lake,"Stratigraphy, Diatoms, Silicoflagellates, Foraminifers",2000.000000000000000,"(Hutchinson et al., 2000)","Hutchinson, I., Guilbault, J.P., Clague, J.J., Bobrowsky, P.T","Tsunamis and tectonic deformation at the northern Cascadia margin: A 3000-year record from Deserted Lake, Vancouver Island, British Columbia, Canada.",164
287,0,López and Bobrowsky 2001,LatMed32.kmz/Lugares temporales/US and Canada,-125.895414302000006,49.191506041600000,Northeast Pacific (NEP),Canada,Coastal lake,"Stratigraphy, sedimentary structures",2001.000000000000000,"(López and Bobrowsky, 2001)","López, G.I., Bobrowsky, P.T.","A 14,000 year-old-record from a coastal freshwater lake: Sedimentological evidence for tsunamigenic events on the west coast of Vancouver Island, British Columbia, Canada.",165
288,0,López 2012,LatMed32.kmz/Lugares temporales/US and Canada,-125.896296804000002,49.191230077400000,Northeast Pacific (NEP),Canada,Coastal lake,"Stratigraphy, organic and inorganic carbon, Grain size, Macrofossils, Magnetic Susceptibility, Electrical Resistivity Potential",2012.000000000000000,"(López, 2012)","López, G.I.","Evidence for mid- to late-Holocene palaeotsunami deposits, Kakawis Lake, Vancouver Island, British Columbia",166
289,0,Moore 2007,LatMed32.kmz/Lugares temporales/US and Canada,-55.718490621599997,46.881170322300001,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, Grain Size, Geomorphology",2007.000000000000000,"(Moore et al., 2007)","Moore, A.L., McAdoo, B.G., Ruffman, A","Landward fining from multiple sources in a sand sheet deposited by the 1929 Grand Banks tsunami, Newfoundland",167
290,0,Peterson 2013-1,LatMed32.kmz/Lugares temporales/US and Canada,-124.820598364000006,49.254420450799998,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, sedimentary structures",2013.000000000000000,"(Peterson et al., 2013)","Peterson, C.D., Clague, J.J., Carver, G.A., Cruikshank, K.M.","Recurrence intervals of major paleotsunamis as calibrated by historic tsunami deposits in three localities: Port Alberni, Cannon Beach, and Crescent City, along the Cascadia margin, Canada and USA.",168
291,0,Peterson 2013-2,LatMed32.kmz/Lugares temporales/US and Canada,-123.958149595999998,45.180136474000001,Northeast Pacific (NEP),United States,Estuary,"Stratigraphy, sedimentary structures",2013.000000000000000,"(Peterson et al., 2013)","Peterson, C.D., Clague, J.J., Carver, G.A., Cruikshank, K.M.","Recurrence intervals of major paleotsunamis as calibrated by historic tsunami deposits in three localities: Port Alberni, Cannon Beach, and Crescent City, along the Cascadia margin, Canada and USA.",169
292,0,Peterson 2013-3,LatMed32.kmz/Lugares temporales/US and Canada,-124.023042539000002,44.903976957099999,Northeast Pacific (NEP),United States,Estuary,"Stratigraphy, sedimentary structures",2013.000000000000000,"(Peterson et al., 2013)","Peterson, C.D., Clague, J.J., Carver, G.A., Cruikshank, K.M.","Recurrence intervals of major paleotsunamis as calibrated by historic tsunami deposits in three localities: Port Alberni, Cannon Beach, and Crescent City, along the Cascadia margin, Canada and USA.",170
293,0,Peterson 2013-4,LatMed32.kmz/Lugares temporales/US and Canada,-123.978827839999994,45.104066003900002,Northeast Pacific (NEP),United States,Coastal Lowland,"Stratigraphy, sedimentary structures",2013.000000000000000,"(Peterson et al., 2013)","Peterson, C.D., Clague, J.J., Carver, G.A., Cruikshank, K.M.","Recurrence intervals of major paleotsunamis as calibrated by historic tsunami deposits in three localities: Port Alberni, Cannon Beach, and Crescent City, along the Cascadia margin, Canada and USA.",171
294,0,Peterson 2013-5,LatMed32.kmz/Lugares temporales/US and Canada,-122.888408591000001,47.988645191700002,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, sedimentary structures",2013.000000000000000,"(Peterson et al., 2013)","Peterson, C.D., Clague, J.J., Carver, G.A., Cruikshank, K.M.","Recurrence intervals of major paleotsunamis as calibrated by historic tsunami deposits in three localities: Port Alberni, Cannon Beach, and Crescent City, along the Cascadia margin, Canada and USA.",172
295,0,Peterson 2013-6,LatMed32.kmz/Lugares temporales/US and Canada,-124.098201950000004,41.592720407700000,Northeast Pacific (NEP),United States,Coastal lagoon,"Stratigraphy, sedimentary structures",2013.000000000000000,"(Peterson et al., 2013)","Peterson, C.D., Clague, J.J., Carver, G.A., Cruikshank, K.M.","Recurrence intervals of major paleotsunamis as calibrated by historic tsunami deposits in three localities: Port Alberni, Cannon Beach, and Crescent City, along the Cascadia margin, Canada and USA.",173
296,0,Tanigawa 2022-1,LatMed32.kmz/Lugares temporales/US and Canada,-125.850246964999997,49.097737398400000,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, CT-Xray, Diatoms, LOI",2022.000000000000000,"(Tanigawa et al., 2022)","Tanigawa, K., Sawai, Y., Bobrowsky, P., Huntley, D., Goff, J., Shinozaki, T., Ito, K.","A new chronology for tsunami deposits prior to the 1700 CE Cascadia earthquake from Vancouver Island, Canada",174
297,0,Tanigawa 2022-2,LatMed32.kmz/Lugares temporales/US and Canada,-125.575595695000004,48.951108413800000,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, CT-Xray, Diatoms, LOI",2022.000000000000000,"(Tanigawa et al., 2022)","Tanigawa, K., Sawai, Y., Bobrowsky, P., Huntley, D., Goff, J., Shinozaki, T., Ito, K.","A new chronology for tsunami deposits prior to the 1700 CE Cascadia earthquake from Vancouver Island, Canada",175
298,0,Tanigawa 2022-3,LatMed32.kmz/Lugares temporales/US and Canada,-124.828100355000004,49.253317412599998,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, CT-Xray, Diatoms, LOI",2022.000000000000000,"(Tanigawa et al., 2022)","Tanigawa, K., Sawai, Y., Bobrowsky, P., Huntley, D., Goff, J., Shinozaki, T., Ito, K.","A new chronology for tsunami deposits prior to the 1700 CE Cascadia earthquake from Vancouver Island, Canada",176
299,0,Tuttle 2004-1,LatMed32.kmz/Lugares temporales/US and Canada,-70.724868262599998,41.339985743400000,Northeast Pacific (NEP),United States,Back barrier,"Stratigraphy, Diatoms, sedimentary structures",2004.000000000000000,"(Tuttle et al., 2004)","Tuttle, M.P., Ruffman, A., Anderson, T., Jeter, H",Distinguishing Tsunami from storm deposits in eastern North America: The 1929 Grand Banks Tsunami versus the 1991 halloween storm. Seismol.,177
300,0,Tuttle 2004-2,LatMed32.kmz/Lugares temporales/US and Canada,-55.718713854100002,46.881007532399998,Northeast Pacific (NEP),United States,Back barrier,"Stratigraphy, Diatoms, sedimentary structures",2004.000000000000000,"(Tuttle et al., 2004)","Tuttle, M.P., Ruffman, A., Anderson, T., Jeter, H",Distinguishing Tsunami from storm deposits in eastern North America: The 1929 Grand Banks Tsunami versus the 1991 halloween storm. Seismol.,178
301,0,Tuttle 2004-3,LatMed32.kmz/Lugares temporales/US and Canada,-70.466647359700005,41.383716261799997,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Diatoms, sedimentary structures",2004.000000000000000,"(Tuttle et al., 2004)","Tuttle, M.P., Ruffman, A., Anderson, T., Jeter, H",Distinguishing Tsunami from storm deposits in eastern North America: The 1929 Grand Banks Tsunami versus the 1991 halloween storm. Seismol.,179
302,0,Atwater 1987-1,LatMed32.kmz/Lugares temporales/US and Canada,-124.044020046000000,46.345248415900002,Northeast Pacific (NEP),United States,Back barrier,"Stratigraphy, Sedimentary structures",1987.000000000000000,"(Atwater, 1987)","Atwater, B.F",Evidence for great holocene earthquakes along the outer coast of Washington state.,180
303,0,Atwater 1987-2,LatMed32.kmz/Lugares temporales/US and Canada,-124.165000000000006,47.118333333199999,Northeast Pacific (NEP),United States,Estuary,"Stratigraphy, Sedimentary structures",1987.000000000000000,"(Atwater, 1987)","Atwater, B.F",Evidence for great holocene earthquakes along the outer coast of Washington state.,181
304,0,Atwater 1987-3,LatMed32.kmz/Lugares temporales/US and Canada,-124.024500000000003,47.029666667199997,Northeast Pacific (NEP),United States,Estuary,"Stratigraphy, Sedimentary structures",1987.000000000000000,"(Atwater, 1987)","Atwater, B.F",Evidence for great holocene earthquakes along the outer coast of Washington state.,182
305,0,Atwater 1987-4,LatMed32.kmz/Lugares temporales/US and Canada,-124.632666666999995,48.356833332800001,Northeast Pacific (NEP),United States,Channel inlets,"Stratigraphy, Sedimentary structures",1987.000000000000000,"(Atwater, 1987)","Atwater, B.F",Evidence for great holocene earthquakes along the outer coast of Washington state.,183
306,0,Atwater 1991,LatMed32.kmz/Lugares temporales/US and Canada,-123.924386068000004,46.615692929200002,Northeast Pacific (NEP),United States,Estuary, ,1991.000000000000000,"(Atwater et al., 1991)","Atwater, B.F., Stuivert, M., Yamaguchi, D.K.",Radiocarbon test of earthquake magnitude at the Cascadia subduction zone.,184
307,0,Atwater 1992-1,LatMed32.kmz/Lugares temporales/US and Canada,-122.416666667000001,47.916666666600001,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Sedimentary structures",1992.000000000000000,"(Atwater and Moore, 1992)","Atwater, B.F., Moore, A.L","A tsunami about 1000 years ago in Puget Sound, Washington",185
308,0,Atwater 1992-2,LatMed32.kmz/Lugares temporales/US and Canada,-122.433465601999998,47.662368832299997,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Sedimentary structures",1992.000000000000000,"(Atwater and Moore, 1992)","Atwater, B.F., Moore, A.L","A tsunami about 1000 years ago in Puget Sound, Washington",186
309,0,Atwater 1995-1,LatMed32.kmz/Lugares temporales/US and Canada,-125.742942729000006,49.076276685700002,Northeast Pacific (NEP),Canada,Back barrier,"Stratigraphy, sedimentary structures",1995.000000000000000,"(Atwater et al., 1995)","Atwater, B.F., Nelson, A.R., Clague, J.J., Carver, G.A., Yamaguchi, D.K., Bobrowsky, P.T., Bourgeois, J., Darienzo, M.E., Grant, W.C., Hemphill-Haley, E., Kelsey, H.M., Jacoby, G.C., Nishenko, S.P., Palmer, S.P., Peterson, C.D., Reinhart, M.A.",Summary of Coastal Geologic Evidence for past Great Earthquakes at the Cascadia Subduction Zone,187
310,0,Atwater 1995-2,LatMed32.kmz/Lugares temporales/US and Canada,-125.571471880000004,48.948671887800003,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, sedimentary structures",1995.000000000000000,"(Atwater et al., 1995)","Atwater, B.F., Nelson, A.R., Clague, J.J., Carver, G.A., Yamaguchi, D.K., Bobrowsky, P.T., Bourgeois, J., Darienzo, M.E., Grant, W.C., Hemphill-Haley, E., Kelsey, H.M., Jacoby, G.C., Nishenko, S.P., Palmer, S.P., Peterson, C.D., Reinhart, M.A.",Summary of Coastal Geologic Evidence for past Great Earthquakes at the Cascadia Subduction Zone,188
311,0,Atwater 1995-3,LatMed32.kmz/Lugares temporales/US and Canada,-124.832123275000001,49.248065896100002,Northeast Pacific (NEP),Canada,Marshes,"Stratigraphy, sedimentary structures",1995.000000000000000,"(Atwater et al., 1995)","Atwater, B.F., Nelson, A.R., Clague, J.J., Carver, G.A., Yamaguchi, D.K., Bobrowsky, P.T., Bourgeois, J., Darienzo, M.E., Grant, W.C., Hemphill-Haley, E., Kelsey, H.M., Jacoby, G.C., Nishenko, S.P., Palmer, S.P., Peterson, C.D., Reinhart, M.A.",Summary of Coastal Geologic Evidence for past Great Earthquakes at the Cascadia Subduction Zone,189
312,0,Atwater 1995-4,LatMed32.kmz/Lugares temporales/US and Canada,-123.906710985000004,45.491020133600003,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, sedimentary structures",1995.000000000000000,"(Atwater et al., 1995)","Atwater, B.F., Nelson, A.R., Clague, J.J., Carver, G.A., Yamaguchi, D.K., Bobrowsky, P.T., Bourgeois, J., Darienzo, M.E., Grant, W.C., Hemphill-Haley, E., Kelsey, H.M., Jacoby, G.C., Nishenko, S.P., Palmer, S.P., Peterson, C.D., Reinhart, M.A.",Summary of Coastal Geologic Evidence for past Great Earthquakes at the Cascadia Subduction Zone,190
313,0,Atwater 1995-5,LatMed32.kmz/Lugares temporales/US and Canada,-124.454373684999993,42.984499704800001,Northeast Pacific (NEP),United States,Back barrier,"Stratigraphy, sedimentary structures",1995.000000000000000,"(Atwater et al., 1995)","Atwater, B.F., Nelson, A.R., Clague, J.J., Carver, G.A., Yamaguchi, D.K., Bobrowsky, P.T., Bourgeois, J., Darienzo, M.E., Grant, W.C., Hemphill-Haley, E., Kelsey, H.M., Jacoby, G.C., Nishenko, S.P., Palmer, S.P., Peterson, C.D., Reinhart, M.A.",Summary of Coastal Geologic Evidence for past Great Earthquakes at the Cascadia Subduction Zone,191
314,0,Atwater 1995-6,LatMed32.kmz/Lugares temporales/US and Canada,-124.030994386000003,44.605924876600000,Northeast Pacific (NEP),United States,Estuary,"Stratigraphy, sedimentary structures",1995.000000000000000,"(Atwater et al., 1995)","Atwater, B.F., Nelson, A.R., Clague, J.J., Carver, G.A., Yamaguchi, D.K., Bobrowsky, P.T., Bourgeois, J., Darienzo, M.E., Grant, W.C., Hemphill-Haley, E., Kelsey, H.M., Jacoby, G.C., Nishenko, S.P., Palmer, S.P., Peterson, C.D., Reinhart, M.A.",Summary of Coastal Geologic Evidence for past Great Earthquakes at the Cascadia Subduction Zone,192
315,0,Atwater 1995-7,LatMed32.kmz/Lugares temporales/US and Canada,-124.056280004000001,44.442186697600000,Northeast Pacific (NEP),United States,Estuary,"Stratigraphy, sedimentary structures",1995.000000000000000,"(Atwater et al., 1995)","Atwater, B.F., Nelson, A.R., Clague, J.J., Carver, G.A., Yamaguchi, D.K., Bobrowsky, P.T., Bourgeois, J., Darienzo, M.E., Grant, W.C., Hemphill-Haley, E., Kelsey, H.M., Jacoby, G.C., Nishenko, S.P., Palmer, S.P., Peterson, C.D., Reinhart, M.A.",Summary of Coastal Geologic Evidence for past Great Earthquakes at the Cascadia Subduction Zone,193
316,0,Atwater and Hemphill-Haley 1997-1,LatMed32.kmz/Lugares temporales/US and Canada,-124.037529704999997,46.565474949799999,Northeast Pacific (NEP),United States,Backbarrier,"Stratigraphy, Grain size, Diatoms, Plant macrofossil, Organic content",1997.000000000000000,"(Atwater and Hemphill-Haley, 1997)","Atwater, B.F., Hemphill-Haley, E.","Recurrence Intervals for Great Earthquakes of the Past 3,500 Years at Northeastern Willapa Bay, Washington",194
317,0,Atwater and Hemphill-Haley 1997-2,LatMed32.kmz/Lugares temporales/US and Canada,-123.895602983000003,46.597803287700003,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Grain size, Diatoms, Plant macrofossil, Organic content",1997.000000000000000,"(Atwater and Hemphill-Haley, 1997)","Atwater, B.F., Hemphill-Haley, E.","Recurrence Intervals for Great Earthquakes of the Past 3,500 Years at Northeastern Willapa Bay, Washington",195
318,0,Atwater and Hemphill-Haley 1997-3,LatMed32.kmz/Lugares temporales/US and Canada,-123.802447154000006,46.674804771900000,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Grain size, Diatoms, Plant macrofossil, Organic content",1997.000000000000000,"(Atwater and Hemphill-Haley, 1997)","Atwater, B.F., Hemphill-Haley, E.","Recurrence Intervals for Great Earthquakes of the Past 3,500 Years at Northeastern Willapa Bay, Washington",196
319,0,Atwater 2003-1,LatMed32.kmz/Lugares temporales/US and Canada,-123.783986315000007,46.973916953400000,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Diatoms, Plant macrofossil, Sedimentary structures",2003.000000000000000,"(Atwater et al., 2003)","Atwater, B.F., Tuttle, M.P., Schweig, E.S., Rubin, C.M., Yamaguchi, D.K., Hemphill-Haley, E.,",Earthquake recurrence inferred from paleoseismology.,197
320,0,Atwater 2003-2,LatMed32.kmz/Lugares temporales/US and Canada,-123.775027545000000,46.672705553699998,Northeast Pacific (NEP),United States,Swamp,"Stratigraphy, Diatoms, Plant macrofossil, Sedimentary structures",2003.000000000000000,"(Atwater et al., 2003)","Atwater, B.F., Tuttle, M.P., Schweig, E.S., Rubin, C.M., Yamaguchi, D.K., Hemphill-Haley, E.,",Earthquake recurrence inferred from paleoseismology.,198
321,0,Atwater 2003-3,LatMed32.kmz/Lugares temporales/US and Canada,-123.856813678999998,46.417774424000001,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Diatoms, Plant macrofossil, Sedimentary structures",2003.000000000000000,"(Atwater et al., 2003)","Atwater, B.F., Tuttle, M.P., Schweig, E.S., Rubin, C.M., Yamaguchi, D.K., Hemphill-Haley, E.,",Earthquake recurrence inferred from paleoseismology.,199
322,0,Atwater 2003-4,LatMed32.kmz/Lugares temporales/US and Canada,-123.817907085000002,46.140671240300001,Northeast Pacific (NEP),United States,Swamp,"Stratigraphy, Diatoms, Plant macrofossil, Sedimentary structures",2003.000000000000000,"(Atwater et al., 2003)","Atwater, B.F., Tuttle, M.P., Schweig, E.S., Rubin, C.M., Yamaguchi, D.K., Hemphill-Haley, E.,",Earthquake recurrence inferred from paleoseismology.,200
323,0,Engelhart 2013-1,LatMed32.kmz/Lugares temporales/US and Canada,-124.389658953999998,43.148214073399998,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Foraminifera, organic carbon, sedimentary structures",2013.000000000000000,"(Engelhart et al., 2013a)","Engelhart, S.E., Horton, B.P., Nelson, A.R., Hawkes, A.D., Witter, R.C., Wang, K., Wang, P.L., Vane, C.H.",Testing the use of microfossils to reconstruct great earthquakes at cascadia.,201
324,0,Engelhart 2013-2,LatMed32.kmz/Lugares temporales/US and Canada,-124.320535184999997,43.308617855000001,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Foraminifera, organic carbon, sedimentary structures",2013.000000000000000,"(Engelhart et al., 2013a)","Engelhart, S.E., Horton, B.P., Nelson, A.R., Hawkes, A.D., Witter, R.C., Wang, K., Wang, P.L., Vane, C.H.",Testing the use of microfossils to reconstruct great earthquakes at cascadia.,202
325,0,Engelhart 2013b-1,LatMed32.kmz/Lugares temporales/US and Canada,-124.002697198999996,44.890132377100002,Northeast Pacific (NEP),United States,Marshes,"Stratigraphy, Foraminifera, organic carbon, sedimentary structures",2013.000000000000000,"(Engelhart et al., 2013b)","Engelhart, S.E., Horton, B.P., Nelson, A.R., Hawkes, A.D., Witter, R.C., Wang, K., Wang, P.L., Vane, C.H.",Testing the use of microfossils to reconstruct great earthquakes at cascadia.,203
